timestamp,device_id,voltage,current,power,frequency,temperature,latency,packet_loss,throughput,duplicate_packet,checksum_valid,authentication_fail,label,label_name
2026-05-31 09:04:03.891,SGD-0031,218.3789,6.0901,1281.1686,50.0434,26.583,21.34,0.56,95.22,0,1,0,0,0
2026-05-31 09:04:03.993,SGD-0023,220.4769,6.0457,1292.3241,50.022,32.306,18.65,0.32,89.66,0,1,0,0,0
2026-05-31 09:04:04.095,SGD-0020,221.9009,4.0402,932.6275,49.9863,31.229,19.01,0.5,93.46,1,1,1,0,0
2026-05-31 09:04:04.196,SGD-0044,228.0582,6.6724,1476.0328,50.0221,28.092,19.52,0.38,94.5,1,1,0,0,0
2026-05-31 09:04:04.297,SGD-0028,214.2439,7.9446,1313.8144,49.1639,48.557,23.61,5.82,74.56,3,1,2,1,1
2026-05-31 09:04:04.398,SGD-0040,220.7385,4.2166,837.49,50.0496,34.801,21.97,0.42,95.1,1,1,0,0,0
2026-05-31 09:04:04.500,SGD-0023,220.3282,5.7723,1150.8533,49.9673,30.889,16.19,0.3,90.56,0,1,0,0,0
2026-05-31 09:04:04.602,SGD-0040,220.8391,4.5095,738.1633,49.9971,36.272,20.76,0.35,95.71,1,1,1,0,0
2026-05-31 09:04:04.703,SGD-0040,219.0889,4.85,1080.5091,50.0148,33.835,25.07,0.38,96.06,0,1,0,0,0
2026-05-31 09:04:04.805,SGD-0035,211.3184,5.8455,1048.2102,49.9049,53.035,24.26,1.01,89.08,1,1,0,2,2
2026-05-31 09:04:04.906,SGD-0032,221.9283,6.7278,1230.482,50.0483,32.735,17.72,0.37,92.47,2,1,0,0,0
2026-05-31 09:04:05.008,SGD-0037,198.51,9.8909,1660.3822,54.1909,24.525,153.1,17.94,76.01,6,0,0,1,1
2026-05-31 09:04:05.109,SGD-0025,221.3512,4.8136,975.2669,50.0018,37.04,18.67,0.6,91.86,1,1,0,0,0
2026-05-31 09:04:05.211,SGD-0037,207.5246,8.8704,1802.1513,52.4345,34.307,150.19,21.77,53.08,17,1,14,1,1
2026-05-31 09:04:05.312,SGD-0026,202.7157,5.3351,901.3654,50.0113,36.268,15.25,1.23,84.05,2,1,0,2,2
2026-05-31 09:04:05.414,SGD-0042,279.8277,7.0596,1856.1403,49.9741,23.415,50.5,18.98,76.51,8,1,5,1,1
2026-05-31 09:04:05.515,SGD-0045,233.877,6.6662,1447.2779,49.8749,32.625,38.43,3.0,92.69,0,1,0,2,2
2026-05-31 09:04:05.617,SGD-0013,222.2685,7.1217,1330.9841,49.9997,34.357,21.9,0.65,94.38,1,1,1,0,0
2026-05-31 09:04:05.718,SGD-0045,229.3145,6.6838,1517.1237,49.9336,31.915,28.74,1.99,91.87,1,1,0,0,0
2026-05-31 09:04:05.820,SGD-0017,228.5409,6.0993,1311.8072,50.0246,35.378,28.18,0.34,89.56,1,1,1,0,0
2026-05-31 09:04:05.921,SGD-0025,222.7773,5.3699,1069.006,49.9764,37.447,17.82,0.46,90.12,0,1,0,0,0
2026-05-31 09:04:06.023,SGD-0034,222.6211,5.7919,1164.9784,49.8059,37.669,20.64,2.69,84.02,2,1,0,2,2
2026-05-31 09:04:06.125,SGD-0047,273.8572,9.5179,2373.1579,48.6057,40.727,20.15,4.57,79.24,6,1,2,1,1
2026-05-31 09:04:06.226,SGD-0036,220.8524,5.3195,1113.2035,50.0176,32.485,18.22,0.43,95.62,0,1,0,0,0
2026-05-31 09:04:06.328,SGD-0036,221.1079,5.3382,1134.8154,50.0076,30.212,19.78,0.38,95.93,0,1,0,0,0
2026-05-31 09:04:06.429,SGD-0045,228.8943,5.5576,1316.7943,50.016,33.984,24.52,2.06,92.34,0,1,0,0,0
2026-05-31 09:04:06.530,SGD-0040,219.4675,5.0198,902.4485,50.0406,35.409,20.09,0.38,96.34,1,1,1,0,0
2026-05-31 09:04:06.632,SGD-0028,216.0165,6.78,1234.643,49.4205,42.455,26.04,3.86,81.35,0,1,0,0,0
2026-05-31 09:04:06.733,SGD-0030,221.1332,5.2578,919.0988,49.9528,29.541,19.58,0.56,96.32,1,1,0,0,0
2026-05-31 09:04:06.835,SGD-0048,219.0241,6.4465,1415.3793,50.0104,44.499,20.35,1.16,91.27,0,1,0,0,0
2026-05-31 09:04:06.937,SGD-0037,213.6363,6.8016,1191.6314,51.6145,31.23,103.37,14.25,67.13,1,1,0,0,0
2026-05-31 09:04:07.038,SGD-0029,190.2181,18.06,2773.1215,52.2585,37.291,58.51,5.38,66.3,4,1,6,1,1
2026-05-31 09:04:07.139,SGD-0019,219.6828,4.9293,908.7238,50.0284,34.788,18.78,0.74,94.05,1,1,0,0,0
2026-05-31 09:04:07.241,SGD-0008,211.2568,5.419,870.7437,50.3407,38.654,19.25,1.35,83.94,1,1,0,2,2
2026-05-31 09:04:07.342,SGD-0007,223.6665,5.1234,945.6795,49.9957,34.053,20.0,0.54,96.16,0,1,1,0,0
2026-05-31 09:04:07.443,SGD-0034,228.7351,7.6261,1447.3562,50.1045,38.294,26.3,2.65,74.32,2,1,0,2,2
2026-05-31 09:04:07.545,SGD-0015,205.5924,5.2871,1036.1333,49.9788,31.885,46.14,16.98,68.03,12,1,2,1,1
2026-05-31 09:04:07.646,SGD-0022,216.9782,5.4448,1063.5555,49.9962,29.407,17.92,0.47,92.89,0,1,0,0,0
2026-05-31 09:04:07.747,SGD-0029,170.7291,20.2086,2935.7409,54.2906,39.94,131.01,14.08,51.75,3,1,2,1,1
2026-05-31 09:04:07.849,SGD-0021,251.8358,7.2671,1645.3363,51.2094,39.497,105.84,13.81,58.81,19,1,13,1,1
2026-05-31 09:04:07.951,SGD-0003,218.428,4.9675,1045.922,49.9728,32.795,19.58,0.45,91.56,1,1,0,0,0
2026-05-31 09:04:08.052,SGD-0001,226.0029,4.7594,897.6513,49.9769,30.706,21.62,0.37,96.59,0,1,0,0,0
2026-05-31 09:04:08.154,SGD-0032,220.4933,6.5469,1374.7166,50.0682,34.336,17.18,0.34,92.15,0,1,0,0,0
2026-05-31 09:04:08.256,SGD-0045,229.3454,4.7081,975.8585,49.9786,31.605,22.23,1.44,92.92,1,1,0,0,0
2026-05-31 09:04:08.358,SGD-0021,207.3976,7.0369,1252.9775,51.3753,40.937,132.45,20.87,47.84,5,1,1,1,1
2026-05-31 09:04:08.459,SGD-0045,210.9879,5.1103,1013.8038,48.7408,30.482,27.02,9.47,67.36,5,0,1,1,1
2026-05-31 09:04:08.561,SGD-0005,225.5783,4.739,820.3175,50.0318,28.876,17.67,0.55,92.33,2,1,0,0,0
2026-05-31 09:04:08.662,SGD-0016,218.5462,5.9541,1108.5945,50.0684,30.934,18.25,0.46,96.53,0,1,1,0,0
2026-05-31 09:04:08.764,SGD-0018,244.2849,4.1967,1067.3931,53.1257,49.465,96.77,8.32,63.94,4,1,4,1,1
2026-05-31 09:04:08.865,SGD-0027,225.009,8.4406,1728.694,49.9549,48.623,21.82,0.81,91.25,1,1,0,2,2
2026-05-31 09:04:08.967,SGD-0048,216.9258,6.0284,1212.0149,50.0204,38.501,17.66,0.77,90.07,2,1,0,0,0
2026-05-31 09:04:09.068,SGD-0012,262.5245,14.3328,3206.2237,47.385,40.273,44.15,7.42,69.34,4,0,6,1,1
2026-05-31 09:04:09.169,SGD-0020,221.7624,3.9919,939.9115,50.0272,34.134,19.19,0.45,94.63,2,1,0,0,0
2026-05-31 09:04:09.270,SGD-0008,214.0689,5.1212,926.7903,50.2214,36.015,24.51,1.09,84.78,0,1,0,2,2
2026-05-31 09:04:09.372,SGD-0048,216.1441,5.4125,979.2137,50.0259,34.013,15.78,0.71,92.8,2,1,0,0,0
2026-05-31 09:04:09.474,SGD-0027,231.9564,9.3856,2155.1749,49.6271,49.625,35.74,0.78,86.8,1,1,0,2,2
2026-05-31 09:04:09.575,SGD-0021,208.3502,7.1056,1317.5677,50.3989,40.655,172.54,23.94,38.24,12,1,4,1,1
2026-05-31 09:04:09.676,SGD-0026,206.1451,5.2856,959.8891,49.9583,32.414,19.01,0.95,86.79,2,1,0,0,0
2026-05-31 09:04:09.777,SGD-0001,225.1651,4.2959,913.765,49.964,31.788,18.27,0.42,92.68,0,1,0,0,0
2026-05-31 09:04:09.879,SGD-0016,218.7336,5.5687,1058.7295,50.1001,30.254,19.15,0.42,95.09,0,1,0,0,0
2026-05-31 09:04:09.980,SGD-0033,219.9302,4.9906,959.1618,50.0333,31.728,24.11,0.43,94.16,2,1,0,0,0
2026-05-31 09:04:10.081,SGD-0005,225.6181,5.44,1167.7642,50.0136,30.409,17.38,0.52,93.17,1,1,0,0,0
2026-05-31 09:04:10.183,SGD-0041,219.7407,5.9609,1150.4755,49.9671,38.93,20.55,1.7,87.21,0,1,0,2,2
2026-05-31 09:04:10.284,SGD-0020,221.6584,5.1935,994.2728,50.0847,34.47,19.0,0.42,92.16,1,1,0,0,0
2026-05-31 09:04:10.385,SGD-0020,225.3515,6.0773,1245.8756,50.2427,50.219,23.84,1.01,82.14,2,1,0,2,2
2026-05-31 09:04:10.486,SGD-0041,218.9144,5.0579,1086.4141,49.9995,39.445,20.55,1.31,89.97,0,1,0,0,0
2026-05-31 09:04:10.588,SGD-0001,224.841,5.0798,1115.4259,50.0239,34.222,21.67,0.46,93.15,0,1,0,0,0
2026-05-31 09:04:10.689,SGD-0030,220.1023,5.9883,1050.3045,49.9696,31.024,17.76,0.47,93.94,1,1,0,0,0
2026-05-31 09:04:10.791,SGD-0033,219.8123,5.7048,1094.4115,50.0387,33.961,20.88,0.34,94.03,1,1,0,0,0
2026-05-31 09:04:10.908,SGD-0029,179.8115,15.2011,2396.8949,52.8266,43.083,91.07,9.85,57.7,0,1,0,2,2
2026-05-31 09:04:11.009,SGD-0033,218.1933,4.8773,1141.6472,49.9992,35.738,23.0,0.27,91.6,0,1,0,0,0
2026-05-31 09:04:11.111,SGD-0047,256.4595,7.772,1941.7114,49.05,37.662,19.14,3.09,83.2,1,1,0,0,0
2026-05-31 09:04:11.212,SGD-0031,219.6001,6.7021,1250.0721,50.0829,30.193,18.88,0.61,92.3,1,1,0,0,0
2026-05-31 09:04:11.313,SGD-0045,217.1315,5.1714,1013.4136,49.1911,30.297,36.87,11.73,59.24,10,1,6,1,1
2026-05-31 09:04:11.415,SGD-0042,321.4437,6.0835,1671.3344,51.1088,38.044,46.46,14.73,63.75,2,1,0,1,1
2026-05-31 09:04:11.517,SGD-0025,221.3212,5.8533,1158.3333,49.9819,36.102,18.4,0.4,92.53,0,1,0,0,0
2026-05-31 09:04:11.618,SGD-0032,218.7041,5.616,1196.2438,49.9897,36.969,20.83,0.63,80.26,0,1,0,2,2
2026-05-31 09:04:11.720,SGD-0031,220.2716,6.417,1224.3345,50.0154,31.009,17.27,0.5,93.99,1,1,0,0,0
2026-05-31 09:04:11.821,SGD-0038,212.172,6.3033,1288.2981,50.0373,32.447,14.81,0.33,93.58,0,1,0,0,0
2026-05-31 09:04:11.923,SGD-0019,220.108,5.0934,1009.3144,50.0078,35.397,16.23,0.7,92.54,1,1,0,0,0
2026-05-31 09:04:12.024,SGD-0003,217.8578,5.4923,939.6889,49.9885,34.876,15.92,0.48,92.41,1,1,1,0,0
2026-05-31 09:04:12.125,SGD-0047,243.5273,6.3165,1367.1113,49.3452,37.88,17.37,2.14,88.91,1,1,0,0,0
2026-05-31 09:04:12.226,SGD-0028,215.9718,6.4138,1207.4447,49.6031,36.955,23.05,2.56,85.12,0,1,0,0,0
2026-05-31 09:04:12.328,SGD-0024,227.5436,4.364,914.537,50.0778,30.681,34.96,0.51,95.79,0,1,0,0,0
2026-05-31 09:04:12.429,SGD-0012,219.9713,20.8241,3795.2921,49.3378,53.063,99.85,11.83,60.69,4,1,4,1,1
2026-05-31 09:04:12.530,SGD-0023,218.0118,5.51,978.7657,49.9329,31.911,15.48,0.37,93.33,0,1,0,0,0
2026-05-31 09:04:12.632,SGD-0012,219.7581,17.0661,3137.678,49.4265,46.368,302.11,22.23,43.97,17,0,11,1,1
2026-05-31 09:04:12.733,SGD-0047,234.8873,5.7053,1293.5187,49.5056,37.66,17.59,1.82,87.78,0,1,1,0,0
2026-05-31 09:04:12.835,SGD-0050,210.3617,5.9238,1096.1833,49.8864,40.664,22.3,2.38,81.77,3,1,1,2,2
2026-05-31 09:04:12.936,SGD-0028,215.9054,6.6582,1155.3926,49.7723,34.236,19.61,1.77,86.85,0,1,0,0,0
2026-05-31 09:04:13.038,SGD-0004,219.8723,5.6086,1001.4721,49.9903,33.114,18.11,0.45,96.36,0,1,0,0,0
2026-05-31 09:04:13.140,SGD-0039,224.9122,4.6795,913.8055,49.9848,30.006,17.77,0.6,95.15,0,1,0,0,0
2026-05-31 09:04:13.241,SGD-0014,226.2528,6.3614,1135.4438,49.9233,31.014,83.18,1.38,79.14,2,1,0,2,2
2026-05-31 09:04:13.342,SGD-0005,224.4699,4.6333,872.1974,49.9556,28.106,13.82,0.47,90.83,0,1,0,0,0
2026-05-31 09:04:13.443,SGD-0038,213.9953,5.9926,1101.5588,49.9789,33.097,16.89,0.31,92.46,1,1,1,0,0
2026-05-31 09:04:13.545,SGD-0005,224.5101,4.7191,984.07,49.9433,30.495,12.08,0.4,93.2,0,1,0,0,0
2026-05-31 09:04:13.646,SGD-0019,221.6487,4.8017,934.1128,49.9779,36.385,20.68,0.51,93.59,1,1,0,0,0
2026-05-31 09:04:13.748,SGD-0013,221.0678,7.5463,1498.7412,49.9758,34.833,17.61,0.53,95.12,2,1,0,0,0
2026-05-31 09:04:13.850,SGD-0048,216.1711,5.3548,966.1034,50.0011,30.697,16.79,0.67,94.34,1,1,0,0,0
2026-05-31 09:04:13.951,SGD-0030,222.9071,6.6541,1432.3128,51.5433,44.489,20.39,6.41,72.64,0,0,3,1,1
2026-05-31 09:04:14.053,SGD-0033,214.4673,5.7703,1074.8436,50.0658,34.092,24.45,3.51,81.3,2,0,3,1,1
2026-05-31 09:04:14.154,SGD-0019,222.9971,4.2932,967.8364,49.9297,35.622,25.03,0.5,91.81,0,1,0,0,0
2026-05-31 09:04:14.256,SGD-0029,194.5948,11.9214,2321.7635,51.8361,40.827,63.98,6.56,70.11,1,0,0,0,0
2026-05-31 09:04:14.357,SGD-0015,207.8206,5.2739,1028.5138,49.9875,30.697,76.81,13.87,58.48,9,1,3,1,1
2026-05-31 09:04:14.459,SGD-0014,219.7942,6.7182,1256.4206,49.7331,35.067,69.95,1.91,76.14,1,1,0,2,2
2026-05-31 09:04:14.560,SGD-0007,223.0151,4.6298,771.0877,50.0325,31.937,17.91,0.84,96.9,0,1,0,0,0
2026-05-31 09:04:14.661,SGD-0029,203.3194,8.915,1614.5822,51.2166,34.916,46.92,4.32,78.53,0,1,0,0,0
2026-05-31 09:04:14.763,SGD-0041,218.6819,4.8938,913.5968,49.9521,38.081,17.44,1.06,91.98,0,1,0,0,0
2026-05-31 09:04:14.864,SGD-0009,223.3988,4.8397,991.3975,50.0642,44.335,19.07,1.8,87.17,0,1,0,0,0
2026-05-31 09:04:14.966,SGD-0005,225.0825,5.5056,1129.6225,49.9938,31.277,13.7,0.33,95.53,0,1,0,0,0
2026-05-31 09:04:15.067,SGD-0047,228.4105,5.6925,1182.7045,49.6328,35.045,15.8,1.27,91.58,0,1,0,0,0
2026-05-31 09:04:15.169,SGD-0016,220.2659,5.6687,1046.6927,50.1236,32.099,16.8,0.47,92.01,0,1,0,0,0
2026-05-31 09:04:15.270,SGD-0017,228.4047,6.4269,1402.6698,49.969,35.223,23.71,0.49,90.96,2,1,0,0,0
2026-05-31 09:04:15.371,SGD-0021,210.4628,7.44,1454.0466,50.7545,47.395,126.51,18.83,46.18,2,1,4,1,1
2026-05-31 09:04:15.473,SGD-0049,227.9908,7.2032,1376.0916,49.882,56.022,25.6,1.94,80.02,1,1,0,2,2
2026-05-31 09:04:15.574,SGD-0005,226.5115,5.6992,1130.1588,49.9363,28.846,18.76,0.28,92.15,1,1,0,0,0
2026-05-31 09:04:15.675,SGD-0014,219.323,5.6187,1140.6623,49.7967,33.395,50.53,1.37,84.17,1,1,0,0,0
2026-05-31 09:04:15.777,SGD-0018,240.3109,3.7861,715.3726,51.8093,43.727,117.5,25.93,46.02,16,1,5,1,1
2026-05-31 09:04:15.878,SGD-0002,223.5167,4.7465,933.6519,49.7042,38.252,48.04,4.91,76.3,2,1,0,0,0
2026-05-31 09:04:15.979,SGD-0039,226.3259,4.2991,933.918,50.001,32.825,18.56,0.61,92.25,0,1,1,0,0
2026-05-31 09:04:16.081,SGD-0018,197.8249,5.1835,961.9014,52.5805,52.343,102.05,22.53,55.8,3,1,0,1,1
2026-05-31 09:04:16.183,SGD-0001,225.5423,5.7171,1103.2399,50.026,35.87,20.4,0.39,91.78,0,1,0,0,0
2026-05-31 09:04:16.284,SGD-0013,220.7121,6.9524,1348.1436,49.9231,32.574,15.84,0.52,95.62,0,1,0,0,0
2026-05-31 09:04:16.385,SGD-0047,224.3228,5.9262,1244.049,49.7884,35.58,14.35,0.89,92.45,2,1,1,0,0
2026-05-31 09:04:16.487,SGD-0004,219.2911,6.0154,1178.0335,49.9437,31.324,19.34,0.44,93.15,0,1,0,0,0
2026-05-31 09:04:16.588,SGD-0001,225.913,6.2294,1368.2303,50.0789,34.398,20.37,0.32,94.21,0,1,0,0,0
2026-05-31 09:04:16.690,SGD-0033,217.9663,6.9762,1388.9467,49.7833,40.839,153.93,9.75,57.46,13,0,12,1,1
2026-05-31 09:04:16.791,SGD-0045,214.9062,3.8666,741.7242,49.7547,34.056,42.27,12.06,47.61,2,1,4,1,1
2026-05-31 09:04:16.893,SGD-0041,218.1193,4.5485,921.6242,50.0307,38.142,21.82,0.78,89.99,1,1,0,0,0
2026-05-31 09:04:16.994,SGD-0032,216.9593,6.4039,1283.5913,49.8505,41.589,22.06,0.72,78.81,1,1,0,2,2
2026-05-31 09:04:17.095,SGD-0003,217.7058,5.8775,1042.4172,49.9365,33.797,18.72,0.6,92.38,1,1,1,0,0
2026-05-31 09:04:17.197,SGD-0025,221.6157,5.2695,1028.8659,50.0527,34.824,15.91,0.48,94.43,0,1,0,0,0
2026-05-31 09:04:17.298,SGD-0009,217.6104,4.2864,858.5481,49.5043,44.01,61.82,18.22,57.43,15,1,8,1,1
2026-05-31 09:04:17.399,SGD-0047,223.4089,5.37,909.229,49.8101,31.748,14.05,0.97,90.89,0,1,0,0,0
2026-05-31 09:04:17.501,SGD-0017,226.1639,5.1331,1078.3523,49.9409,34.924,22.74,0.49,89.45,0,1,0,0,0
2026-05-31 09:04:17.602,SGD-0047,224.1507,5.0769,1104.1747,49.9147,33.234,17.09,0.73,88.98,0,1,0,0,0
2026-05-31 09:04:17.703,SGD-0011,214.7999,8.6348,1911.904,51.0995,45.366,37.5,8.57,75.82,1,1,2,1,1
2026-05-31 09:04:17.804,SGD-0024,276.4636,10.6709,2841.0274,51.8549,42.495,119.15,12.8,68.88,2,1,6,1,1
2026-05-31 09:04:17.906,SGD-0016,219.7744,6.1234,1163.3188,50.1285,33.903,16.25,0.41,89.62,0,1,0,0,0
2026-05-31 09:04:18.008,SGD-0045,213.36,3.6013,664.0702,49.2275,40.153,170.4,23.38,32.65,13,0,5,1,1
2026-05-31 09:04:18.112,SGD-0022,218.8271,5.7382,1165.221,49.9662,32.568,16.47,0.51,91.26,0,1,1,0,0
2026-05-31 09:04:18.216,SGD-0022,217.9509,6.5182,1363.846,49.913,33.834,20.71,0.95,92.69,0,1,0,0,0
2026-05-31 09:04:18.317,SGD-0003,219.4453,6.5112,1134.6659,49.981,35.214,17.28,0.46,89.96,0,1,0,0,0
2026-05-31 09:04:18.419,SGD-0042,287.7889,6.4757,1774.9013,50.2859,41.297,78.43,26.36,49.33,12,1,2,1,1
2026-05-31 09:04:18.520,SGD-0050,210.7224,5.2048,873.3404,49.9262,37.782,21.5,1.84,85.31,0,1,0,2,2
2026-05-31 09:04:18.621,SGD-0045,183.4028,8.7795,1376.3248,52.6904,36.256,177.14,19.52,40.45,7,0,6,1,1
2026-05-31 09:04:18.723,SGD-0027,227.4947,8.5153,1708.9945,49.8071,52.105,39.39,1.71,85.75,1,1,0,2,2
2026-05-31 09:04:18.825,SGD-0003,219.4506,6.7565,1297.2559,49.9419,33.821,15.5,0.35,90.1,0,1,0,0,0
2026-05-31 09:04:18.926,SGD-0027,225.9159,7.335,1425.7948,49.8746,45.02,33.31,1.3,86.96,0,1,0,2,2
