timestamp,device_id,voltage,latency,status,ensemble_pred
2024-01-01 05:09:15,SGD-0005,216.6949,16.43,1,0
2024-01-01 06:27:35,SGD-0012,217.8682,11.04,0,0
2024-01-01 05:43:10,SGD-0043,222.1986,20.1,0,0
2024-01-02 10:44:40,SGD-0019,221.8415,27.47,2,2
2024-01-02 16:04:05,SGD-0016,230.3682,14.85,2,2
2024-01-01 21:27:45,SGD-0028,217.9222,88.32,1,1
2024-01-01 23:19:15,SGD-0045,225.3113,81.98,1,1
2024-01-02 04:19:50,SGD-0002,214.4535,242.57,1,1
2024-01-02 13:07:50,SGD-0028,213.9938,19.21,2,2
2024-01-01 07:27:10,SGD-0015,220.8369,17.44,0,0
2024-01-01 19:02:15,SGD-0041,370.9666,62.27,1,1
2024-01-02 10:26:45,SGD-0012,201.0761,12.49,2,2
2024-01-02 04:25:10,SGD-0013,226.1625,201.47,1,1
2024-01-01 04:40:15,SGD-0034,219.7965,34.94,0,0
2024-01-01 13:45:15,SGD-0022,218.4206,11.21,0,0
2024-01-02 13:27:05,SGD-0025,220.8462,41.18,2,2
2024-01-02 12:21:05,SGD-0028,214.3795,42.44,2,2
2024-01-01 00:07:30,SGD-0044,211.9218,22.72,0,0
2024-01-01 23:50:40,SGD-0011,223.8113,68.39,1,1
2024-01-01 09:15:30,SGD-0032,222.2057,16.23,0,0
2024-01-01 14:05:20,SGD-0041,220.0376,15.53,0,0
2024-01-02 02:13:45,SGD-0026,229.4304,359.88,1,1
2024-01-01 12:35:30,SGD-0009,220.0311,16.6,1,2
2024-01-01 11:05:45,SGD-0049,233.9781,11.79,0,0
2024-01-01 10:51:10,SGD-0037,216.8433,11.29,0,0
2024-01-01 17:27:50,SGD-0023,169.7829,93.79,1,1
2024-01-01 19:39:15,SGD-0009,326.0657,18.48,1,1
2024-01-01 12:16:40,SGD-0001,228.7,15.08,0,0
2024-01-02 03:29:25,SGD-0045,229.1611,237.47,1,1
2024-01-02 17:27:00,SGD-0037,214.484,11.71,2,2
2024-01-02 00:18:10,SGD-0013,215.654,26.45,1,1
2024-01-01 04:44:45,SGD-0012,217.762,27.43,0,0
2024-01-01 07:13:45,SGD-0040,222.955,25.54,0,0
2024-01-02 08:02:45,SGD-0047,150.3808,159.43,1,1
2024-01-02 14:52:00,SGD-0019,224.7014,48.73,2,2
2024-01-01 04:37:30,SGD-0004,213.222,26.03,0,0
2024-01-02 00:59:50,SGD-0006,218.2703,133.1,1,1
2024-01-02 12:52:50,SGD-0003,221.3488,23.14,2,2
2024-01-01 20:27:05,SGD-0012,204.6055,39.11,1,1
2024-01-02 02:19:10,SGD-0015,210.9192,374.55,1,1
2024-01-01 09:13:40,SGD-0007,218.8762,16.72,0,0
2024-01-01 04:32:20,SGD-0015,218.4914,9.97,0,0
2024-01-01 21:06:50,SGD-0006,226.3474,32.37,1,1
2024-01-01 06:30:55,SGD-0023,215.1409,26.04,0,0
2024-01-01 12:49:45,SGD-0035,220.107,18.41,0,0
2024-01-02 16:41:00,SGD-0040,223.4846,17.62,2,2
2024-01-02 04:35:30,SGD-0016,239.849,150.45,1,1
2024-01-01 13:45:35,SGD-0043,225.0387,34.31,0,0
2024-01-02 02:04:00,SGD-0010,197.5277,357.9,1,1
2024-01-02 04:39:00,SGD-0018,204.2952,357.23,1,1
2024-01-01 01:30:15,SGD-0039,218.0968,25.83,0,0
2024-01-01 13:13:15,SGD-0040,226.1563,34.59,0,0
2024-01-01 06:59:45,SGD-0015,219.306,18.91,0,0
2024-01-02 06:23:35,SGD-0005,364.6427,228.97,1,1
2024-01-01 04:47:30,SGD-0005,214.1341,32.65,0,0
2024-01-02 12:46:15,SGD-0023,214.7915,27.23,2,2
2024-01-02 02:30:45,SGD-0046,201.607,204.98,1,1
2024-01-01 13:15:15,SGD-0049,232.691,21.82,0,0
2024-01-01 06:09:40,SGD-0026,223.5467,17.28,0,0
2024-01-01 21:34:35,SGD-0020,220.1545,94.98,1,1
2024-01-01 15:59:10,SGD-0015,220.4757,24.8,0,0
2024-01-01 22:12:40,SGD-0014,211.9387,87.32,1,1
2024-01-02 08:18:45,SGD-0001,350.6415,140.74,1,1
2024-01-02 16:10:10,SGD-0008,222.9751,19.64,2,2
2024-01-01 19:54:40,SGD-0024,369.888,97.84,1,1
2024-01-01 01:31:30,SGD-0038,222.9064,20.8,0,0
2024-01-02 03:11:20,SGD-0002,206.6258,515.12,1,1
2024-01-02 00:03:00,SGD-0005,212.1142,26.47,1,1
2024-01-01 02:06:00,SGD-0040,218.9617,14.39,0,0
2024-01-01 02:09:10,SGD-0027,211.2013,23.1,0,0
2024-01-01 23:42:05,SGD-0050,219.7723,41.08,1,1
2024-01-02 10:39:00,SGD-0016,228.7113,21.86,2,2
2024-01-01 18:12:00,SGD-0016,110.721,44.4,1,1
2024-01-02 10:33:30,SGD-0031,196.1969,34.04,2,2
2024-01-01 16:53:20,SGD-0032,220.44,19.57,0,0
2024-01-01 09:17:15,SGD-0024,228.3829,14.41,0,0
2024-01-01 16:15:25,SGD-0001,226.1393,19.48,0,0
2024-01-01 12:52:20,SGD-0035,219.1712,22.97,0,0
2024-01-01 13:27:40,SGD-0007,219.1286,26.95,0,0
2024-01-01 06:47:30,SGD-0038,226.9766,13.37,0,0
2024-01-02 02:34:55,SGD-0045,198.3948,162.07,1,1
2024-01-01 22:00:50,SGD-0004,211.0495,52.85,1,1
2024-01-01 10:33:10,SGD-0015,222.103,21.86,0,0
2024-01-01 08:26:20,SGD-0014,217.5204,20.11,0,0
2024-01-02 06:51:25,SGD-0002,366.0652,289.04,1,1
2024-01-02 09:15:15,SGD-0022,209.6837,14.31,2,2
2024-01-01 15:01:45,SGD-0049,232.1156,11.13,0,0
2024-01-01 23:12:05,SGD-0021,214.7451,97.65,1,1
2024-01-02 12:12:35,SGD-0001,227.5654,10.19,2,2
2024-01-01 07:05:45,SGD-0013,215.0195,9.18,0,0
2024-01-01 15:54:10,SGD-0037,216.0535,19.14,0,0
2024-01-02 08:33:40,SGD-0031,142.7055,221.82,1,1
2024-01-01 02:08:40,SGD-0010,216.9382,17.45,0,0
2024-01-01 21:44:05,SGD-0037,213.0278,96.9,1,1
2024-01-02 11:46:45,SGD-0009,218.9509,21.64,2,2
2024-01-02 04:00:15,SGD-0022,208.6784,233.46,1,1
2024-01-01 00:44:40,SGD-0050,220.6296,12.08,0,0
2024-01-02 11:36:15,SGD-0044,217.8335,16.72,2,2
2024-01-01 07:18:25,SGD-0002,211.0953,9.75,0,0
2024-01-02 00:37:50,SGD-0005,215.5765,82.28,1,1
2024-01-01 10:23:00,SGD-0025,231.8355,18.6,0,0
2024-01-02 02:08:05,SGD-0047,201.5313,362.63,1,1
2024-01-01 05:27:20,SGD-0027,214.7802,22.25,0,0
2024-01-01 10:37:30,SGD-0048,221.4441,12.46,0,0
2024-01-02 08:29:45,SGD-0030,148.8489,331.91,1,1
2024-01-02 03:27:55,SGD-0020,195.5105,398.56,1,1
2024-01-01 23:27:45,SGD-0034,219.5444,169.96,1,1
2024-01-01 07:09:25,SGD-0031,221.4711,19.09,0,0
2024-01-02 04:13:20,SGD-0004,220.9361,132.03,1,1
2024-01-01 15:58:20,SGD-0029,222.9063,18.15,0,0
2024-01-01 19:17:15,SGD-0010,289.7878,18.34,1,1
2024-01-02 07:38:30,SGD-0028,352.3131,408.04,1,1
2024-01-02 02:57:30,SGD-0014,228.0188,245.29,1,1
2024-01-02 16:25:35,SGD-0048,216.7523,19.18,2,2
2024-01-01 20:52:55,SGD-0033,209.4357,42.65,1,1
2024-01-01 17:08:20,SGD-0024,228.4256,15.86,0,0
2024-01-02 09:12:45,SGD-0032,215.235,44.37,2,2
2024-01-02 02:13:30,SGD-0046,207.8369,212.99,1,1
2024-01-02 01:36:00,SGD-0027,229.7273,291.57,1,1
2024-01-01 09:32:05,SGD-0028,221.5931,21.33,0,0
2024-01-01 20:22:10,SGD-0001,120.775,179.81,1,1
2024-01-02 13:55:25,SGD-0028,219.4733,53.54,2,2
2024-01-02 07:20:30,SGD-0050,357.0574,168.62,1,1
2024-01-01 03:54:30,SGD-0019,216.3578,15.18,0,0
2024-01-01 20:42:40,SGD-0022,354.0423,106.4,1,1
2024-01-01 18:51:05,SGD-0048,170.0407,37.12,1,1
2024-01-02 01:00:45,SGD-0001,221.1916,75.89,1,1
2024-01-01 22:22:50,SGD-0035,213.5553,196.53,1,1
2024-01-01 06:38:35,SGD-0041,216.7736,14.82,0,0
2024-01-02 00:50:05,SGD-0024,222.8569,110.88,1,1
2024-01-01 22:48:20,SGD-0012,214.8741,88.65,1,1
2024-01-01 00:59:25,SGD-0029,219.5217,17.01,0,0
2024-01-01 20:38:55,SGD-0026,209.7862,82.92,1,1
2024-01-02 02:20:25,SGD-0013,216.4833,216.5,1,1
2024-01-02 07:24:20,SGD-0050,157.75,246.63,1,1
2024-01-02 12:22:55,SGD-0028,217.9303,30.07,2,2
2024-01-01 22:25:10,SGD-0029,221.6378,28.38,1,1
2024-01-02 08:51:00,SGD-0041,214.772,17.75,2,2
2024-01-02 14:31:15,SGD-0006,240.609,26.0,2,2
2024-01-01 21:38:25,SGD-0047,222.5395,66.93,1,1
2024-01-01 08:41:50,SGD-0002,211.4265,22.65,0,0
2024-01-01 18:42:35,SGD-0016,221.1486,40.44,1,1
2024-01-02 04:20:55,SGD-0033,228.0103,166.08,1,1
2024-01-01 17:55:15,SGD-0031,200.1876,28.48,1,1
2024-01-02 09:21:45,SGD-0049,219.1552,8.35,2,2
2024-01-02 05:22:25,SGD-0016,352.9643,117.56,1,1
2024-01-01 14:16:15,SGD-0044,215.1231,22.21,0,0
2024-01-01 16:23:45,SGD-0034,221.669,10.14,0,0
2024-01-02 13:37:45,SGD-0044,226.4039,73.06,2,2
2024-01-01 18:28:50,SGD-0043,226.8169,49.1,1,1
2024-01-01 18:52:35,SGD-0008,220.3829,29.18,1,1
2024-01-01 23:58:25,SGD-0001,222.819,91.79,1,1
2024-01-02 08:05:30,SGD-0042,149.9256,55.52,1,1
2024-01-01 16:32:30,SGD-0019,220.0412,18.41,0,0
2024-01-02 03:40:25,SGD-0007,205.6994,213.04,1,1
2024-01-01 09:34:05,SGD-0035,220.2573,15.18,0,0
2024-01-02 07:31:30,SGD-0006,357.8149,250.91,1,1
2024-01-02 09:33:30,SGD-0037,205.2172,17.71,1,2
2024-01-01 21:35:35,SGD-0033,216.4298,172.89,1,1
2024-01-02 03:44:25,SGD-0021,214.1718,310.48,1,1
2024-01-01 22:25:05,SGD-0016,231.0321,30.5,1,1
2024-01-01 07:03:45,SGD-0034,220.998,19.96,0,0
2024-01-02 12:59:40,SGD-0029,225.7933,20.05,2,2
2024-01-01 06:18:30,SGD-0002,209.2716,29.96,1,0
2024-01-02 13:58:25,SGD-0030,219.5207,10.42,2,2
2024-01-01 09:24:20,SGD-0036,223.2743,12.68,0,0
2024-01-01 03:10:30,SGD-0021,215.351,24.76,0,0
2024-01-02 08:13:40,SGD-0023,119.7951,185.39,1,1
2024-01-01 06:49:25,SGD-0010,219.0822,12.88,0,0
2024-01-02 09:20:15,SGD-0020,212.0431,32.16,2,2
2024-01-01 10:33:15,SGD-0039,226.0887,23.19,0,0
2024-01-01 14:42:00,SGD-0043,226.9324,16.84,0,0
2024-01-02 13:47:00,SGD-0007,221.4692,20.83,2,2
2024-01-02 02:11:05,SGD-0028,196.5135,359.53,1,1
2024-01-02 02:55:05,SGD-0044,208.0237,609.67,1,1
2024-01-01 14:57:50,SGD-0039,221.3396,12.44,0,0
2024-01-01 23:16:40,SGD-0010,219.5112,93.01,1,1
2024-01-01 23:01:35,SGD-0008,223.0024,212.61,1,1
2024-01-02 01:58:20,SGD-0011,227.8817,729.15,1,1
2024-01-01 16:23:10,SGD-0025,228.869,10.43,0,0
2024-01-01 03:13:20,SGD-0047,220.7776,10.89,0,0
2024-01-02 09:18:55,SGD-0039,210.1822,10.18,2,2
2024-01-01 13:15:30,SGD-0046,226.9046,10.14,0,0
2024-01-01 01:32:15,SGD-0018,218.1811,18.1,0,0
2024-01-02 07:42:20,SGD-0028,137.5508,78.97,1,1
2024-01-01 05:32:40,SGD-0022,216.4151,9.43,0,0
2024-01-02 17:02:10,SGD-0035,216.3746,11.02,2,2
2024-01-02 14:27:40,SGD-0050,219.9153,21.18,2,2
2024-01-02 04:18:50,SGD-0014,205.5294,339.75,1,1
2024-01-02 11:38:15,SGD-0002,213.4475,48.86,2,2
2024-01-02 15:12:30,SGD-0028,212.9236,62.25,2,2
2024-01-01 23:19:20,SGD-0013,215.2618,15.11,1,1
2024-01-01 13:41:30,SGD-0027,217.1855,15.75,0,0
2024-01-01 13:02:25,SGD-0027,219.0777,23.8,0,0
2024-01-02 09:37:20,SGD-0033,206.0128,25.21,2,2
2024-01-02 06:20:45,SGD-0031,157.7216,278.32,1,1
2024-01-02 02:10:15,SGD-0006,222.1146,256.97,1,1
2024-01-01 20:27:25,SGD-0018,256.1218,114.03,1,1
2024-01-01 21:09:20,SGD-0030,167.5851,42.53,1,1
2024-01-01 08:34:25,SGD-0009,217.848,11.15,0,0
2024-01-01 08:32:55,SGD-0025,230.7391,25.39,0,0
2024-01-01 19:37:50,SGD-0003,208.5222,50.24,1,1
2024-01-02 14:47:55,SGD-0030,205.1594,21.95,2,2
2024-01-01 20:55:00,SGD-0044,175.4141,76.9,1,1
2024-01-01 17:14:20,SGD-0013,217.8402,12.52,0,0
2024-01-01 23:44:40,SGD-0018,225.3911,108.41,1,1
2024-01-02 01:43:30,SGD-0027,218.4814,322.15,1,1
2024-01-01 19:55:05,SGD-0014,212.6371,16.13,1,1
2024-01-02 11:31:50,SGD-0003,224.2824,14.75,2,2
2024-01-02 10:33:35,SGD-0015,193.8219,20.73,2,2
2024-01-02 10:47:25,SGD-0001,227.5654,33.5,2,2
2024-01-02 10:31:30,SGD-0036,196.338,9.23,2,2
2024-01-01 11:32:05,SGD-0031,222.4413,18.22,0,0
2024-01-01 04:45:55,SGD-0037,213.3852,22.85,0,0
2024-01-01 16:45:25,SGD-0026,226.3925,14.22,0,0
2024-01-01 00:50:05,SGD-0043,220.2944,31.68,0,0
2024-01-01 01:58:10,SGD-0018,219.321,18.67,0,0
2024-01-02 14:51:40,SGD-0022,239.3522,21.64,2,2
2024-01-02 05:02:45,SGD-0048,144.1201,270.93,1,1
2024-01-01 11:24:45,SGD-0032,222.2763,12.63,0,0
2024-01-01 15:13:20,SGD-0019,221.0092,19.18,0,0
2024-01-01 23:24:05,SGD-0050,223.0455,72.77,1,1
2024-01-01 01:09:35,SGD-0050,222.1679,16.09,0,0
2024-01-02 09:17:55,SGD-0028,209.8535,60.28,2,2
2024-01-02 09:48:25,SGD-0008,206.3399,25.53,1,2
2024-01-01 01:45:55,SGD-0023,212.9878,30.69,0,0
2024-01-02 02:18:30,SGD-0012,202.5372,52.5,1,1
2024-01-02 02:28:45,SGD-0016,240.0562,213.61,1,1
2024-01-01 00:27:30,SGD-0026,220.2793,27.03,0,0
2024-01-02 08:22:30,SGD-0005,146.3944,132.72,1,1
2024-01-01 20:48:00,SGD-0049,357.8074,10.4,1,1
2024-01-02 01:10:05,SGD-0047,210.3728,260.38,1,1
2024-01-01 04:19:40,SGD-0039,219.6769,21.83,0,0
2024-01-01 19:04:55,SGD-0045,233.8244,94.91,1,1
2024-01-02 05:54:05,SGD-0030,125.9991,312.98,1,1
2024-01-01 08:07:00,SGD-0050,224.2208,26.52,0,0
2024-01-02 17:30:40,SGD-0028,218.9764,13.74,2,2
2024-01-02 02:00:00,SGD-0030,201.1847,251.48,1,1
2024-01-01 04:58:50,SGD-0045,221.4288,14.58,0,0
2024-01-01 16:31:15,SGD-0050,224.0363,15.21,0,0
2024-01-01 21:56:45,SGD-0047,220.6296,86.56,1,1
2024-01-02 07:05:30,SGD-0038,136.3094,80.44,1,1
2024-01-01 12:18:35,SGD-0040,225.2288,27.98,0,0
2024-01-01 08:53:45,SGD-0006,220.7319,11.86,0,0
2024-01-02 05:06:30,SGD-0045,360.9743,190.74,1,1
2024-01-01 16:46:55,SGD-0046,223.5007,23.5,0,0
2024-01-02 09:00:25,SGD-0013,212.7005,13.78,2,2
2024-01-01 13:11:05,SGD-0044,216.587,15.62,0,0
2024-01-01 06:34:55,SGD-0028,218.5198,29.27,0,0
2024-01-02 02:32:10,SGD-0002,215.7539,274.46,1,1
2024-01-01 15:45:30,SGD-0021,217.1612,23.49,0,0
2024-01-01 16:44:40,SGD-0046,224.3715,14.26,0,0
2024-01-01 02:41:10,SGD-0038,223.6752,21.18,0,0
2024-01-02 17:17:50,SGD-0019,218.9021,14.72,2,2
2024-01-02 11:48:30,SGD-0015,221.49,14.37,2,2
2024-01-02 16:25:10,SGD-0040,225.5787,32.26,2,2
2024-01-01 14:50:30,SGD-0022,218.5406,18.72,0,0
2024-01-01 06:22:15,SGD-0012,219.4158,13.03,0,0
2024-01-02 06:40:05,SGD-0017,135.7938,139.52,1,1
2024-01-02 15:43:50,SGD-0002,224.9244,31.85,2,2
2024-01-02 12:18:15,SGD-0006,224.7303,17.67,2,2
2024-01-02 06:15:10,SGD-0045,132.3716,208.26,1,1
2024-01-02 11:45:30,SGD-0031,223.3962,56.29,2,2
2024-01-02 16:06:15,SGD-0030,222.5273,5.26,2,2
2024-01-01 11:14:45,SGD-0040,224.1942,21.51,0,0
2024-01-02 10:43:15,SGD-0004,217.0122,22.8,2,2
2024-01-01 14:53:15,SGD-0005,218.2791,14.82,0,0
2024-01-02 02:56:20,SGD-0015,221.5382,806.22,1,1
2024-01-02 11:40:35,SGD-0026,226.3172,21.19,2,2
2024-01-01 06:55:10,SGD-0046,223.4727,20.69,0,0
2024-01-02 10:11:50,SGD-0002,191.5982,28.08,2,2
2024-01-02 10:39:20,SGD-0009,218.9509,27.36,2,2
2024-01-02 12:58:45,SGD-0008,220.0256,16.94,2,2
2024-01-01 01:33:40,SGD-0018,219.096,25.7,0,0
2024-01-01 16:21:10,SGD-0040,221.5901,25.75,0,0
2024-01-02 14:33:15,SGD-0029,233.3808,16.84,2,2
2024-01-02 09:22:30,SGD-0035,205.2002,59.2,2,2
2024-01-02 08:58:25,SGD-0048,217.9804,11.39,2,2
2024-01-02 07:32:25,SGD-0049,382.2349,39.98,1,1
2024-01-01 06:24:40,SGD-0024,226.4492,21.02,2,2
2024-01-02 17:25:15,SGD-0028,220.382,26.47,2,2
2024-01-01 10:18:35,SGD-0020,220.9513,17.82,0,0
2024-01-01 01:20:40,SGD-0045,219.8093,27.96,2,2
2024-01-01 18:49:05,SGD-0019,258.0479,64.56,1,1
2024-01-02 03:25:15,SGD-0040,210.6045,272.41,1,1
2024-01-02 00:15:55,SGD-0024,227.9463,136.04,1,1
2024-01-01 19:08:20,SGD-0020,223.1221,46.61,1,1
2024-01-02 05:19:30,SGD-0033,370.2994,37.85,1,1
2024-01-01 12:32:45,SGD-0045,225.1972,17.75,1,2
2024-01-02 11:22:10,SGD-0026,226.3172,17.05,2,2
2024-01-01 03:22:05,SGD-0043,220.2885,11.76,0,0
2024-01-02 11:34:05,SGD-0038,228.6354,14.25,2,2
2024-01-01 16:49:05,SGD-0019,219.4615,13.2,0,0
2024-01-01 08:16:45,SGD-0039,221.7142,20.18,0,0
2024-01-01 20:43:35,SGD-0009,206.6201,23.52,1,1
2024-01-01 16:50:35,SGD-0050,224.0436,23.89,0,0
2024-01-01 14:46:40,SGD-0020,223.2789,36.39,0,0
2024-01-02 15:39:50,SGD-0024,235.6282,405.54,2,2
2024-01-01 06:41:15,SGD-0045,222.0307,25.85,0,0
2024-01-01 02:37:45,SGD-0026,221.5461,17.38,0,0
2024-01-01 14:09:35,SGD-0016,229.105,13.33,0,0
2024-01-02 07:21:30,SGD-0047,133.2416,358.48,1,1
2024-01-02 12:19:15,SGD-0019,221.8415,26.81,2,2
2024-01-01 04:31:20,SGD-0030,215.8006,10.83,0,0
2024-01-01 20:07:25,SGD-0027,190.4195,37.93,1,1
2024-01-01 05:49:40,SGD-0005,216.4289,21.63,2,0
2024-01-02 05:23:20,SGD-0017,134.209,112.08,1,1
2024-01-01 04:55:20,SGD-0018,220.1176,24.4,0,0
2024-01-01 04:27:35,SGD-0044,216.2462,15.08,0,0
2024-01-01 20:59:45,SGD-0030,216.4555,41.87,1,1
2024-01-01 16:48:20,SGD-0007,216.9642,23.78,0,0
2024-01-01 21:42:15,SGD-0043,221.4355,85.32,1,1
2024-01-01 21:20:15,SGD-0040,219.6828,163.88,1,1
2024-01-01 18:23:20,SGD-0044,210.9948,54.2,1,1
2024-01-01 17:36:35,SGD-0022,230.227,58.72,1,1
2024-01-01 00:06:15,SGD-0006,215.5297,10.78,0,0
2024-01-02 05:24:45,SGD-0035,346.135,152.82,1,1
2024-01-02 02:49:20,SGD-0034,219.7895,113.14,1,1
2024-01-02 13:01:25,SGD-0048,226.2089,7.11,2,2
2024-01-01 03:24:20,SGD-0030,215.4602,13.47,0,0
2024-01-02 01:32:40,SGD-0029,220.2651,245.91,1,1
2024-01-01 09:31:45,SGD-0024,230.3688,30.16,0,0
2024-01-01 18:39:20,SGD-0044,226.7575,145.8,1,1
2024-01-01 06:32:35,SGD-0042,209.7289,15.5,0,0
2024-01-01 02:48:10,SGD-0007,215.1131,24.89,0,0
2024-01-01 22:23:15,SGD-0039,225.9017,28.77,1,1
2024-01-01 18:32:10,SGD-0037,226.7638,22.69,1,1
2024-01-01 03:20:15,SGD-0008,217.7034,15.63,0,0
2024-01-01 14:43:20,SGD-0029,224.3571,13.61,0,0
2024-01-02 09:49:25,SGD-0024,211.619,10.7,2,2
2024-01-02 10:27:55,SGD-0043,201.6079,32.35,2,2
2024-01-02 00:43:35,SGD-0008,215.906,75.54,1,1
2024-01-01 09:06:55,SGD-0043,225.0299,20.54,0,0
2024-01-02 07:56:35,SGD-0043,383.4842,56.33,1,1
2024-01-01 01:59:40,SGD-0040,221.2974,13.82,0,0
2024-01-02 09:25:00,SGD-0040,213.9024,49.83,2,2
2024-01-02 15:27:50,SGD-0036,210.6995,25.35,2,2
2024-01-02 06:37:45,SGD-0035,122.3359,312.56,1,1
2024-01-01 23:28:20,SGD-0041,211.2363,181.79,1,1
2024-01-01 21:56:50,SGD-0016,225.7697,96.52,1,1
2024-01-01 16:12:05,SGD-0031,222.4201,16.32,0,0
2024-01-01 21:32:10,SGD-0047,219.7824,73.2,1,1
2024-01-02 11:29:25,SGD-0025,231.1642,17.99,2,2
2024-01-01 09:47:10,SGD-0023,215.0108,24.15,0,0
2024-01-01 10:10:20,SGD-0015,219.6599,20.12,0,0
2024-01-01 18:11:50,SGD-0043,229.8053,71.75,1,1
2024-01-02 03:08:55,SGD-0033,210.0084,124.98,1,1
2024-01-02 15:03:30,SGD-0022,211.8492,127.47,2,2
2024-01-01 20:10:25,SGD-0033,234.484,31.6,1,1
2024-01-02 15:10:25,SGD-0006,226.3666,77.32,2,2
2024-01-02 11:33:15,SGD-0014,218.4219,15.44,2,2
2024-01-01 18:28:30,SGD-0048,384.3755,59.53,1,1
2024-01-02 09:40:30,SGD-0031,207.8694,27.23,2,2
2024-01-01 13:52:55,SGD-0028,221.4898,17.66,0,0
2024-01-01 09:51:10,SGD-0047,226.3061,14.03,0,0
2024-01-01 17:29:45,SGD-0028,208.3242,53.89,1,1
2024-01-02 02:03:40,SGD-0044,221.3279,301.17,1,1
2024-01-02 02:55:35,SGD-0033,221.6894,192.53,1,1
2024-01-02 00:22:25,SGD-0005,221.0829,170.95,1,1
2024-01-01 02:13:20,SGD-0035,212.9843,25.44,0,0
2024-01-02 13:49:35,SGD-0036,220.2547,16.23,2,2
2024-01-01 13:16:05,SGD-0045,224.9855,12.97,0,0
2024-01-02 04:08:25,SGD-0013,226.3779,155.69,1,1
2024-01-02 08:14:45,SGD-0006,354.2516,459.35,1,1
2024-01-01 22:48:25,SGD-0003,223.958,30.61,1,1
2024-01-01 22:22:30,SGD-0041,215.9054,474.18,1,1
2024-01-01 08:49:15,SGD-0044,215.8741,28.26,0,0
2024-01-01 23:17:00,SGD-0014,212.0791,231.55,1,1
2024-01-01 06:00:35,SGD-0050,222.0597,27.16,0,0
2024-01-01 19:16:05,SGD-0011,136.8902,84.0,1,1
2024-01-01 19:44:30,SGD-0032,390.2715,23.28,1,1
2024-01-02 15:49:20,SGD-0025,249.7023,12.37,2,2
2024-01-01 09:17:25,SGD-0036,220.3427,16.05,0,0
2024-01-01 09:32:50,SGD-0015,221.1656,13.13,0,0
2024-01-01 03:34:55,SGD-0016,223.9907,12.3,0,0
2024-01-01 17:45:40,SGD-0037,327.9396,65.18,1,1
2024-01-01 21:29:00,SGD-0031,220.4966,176.97,1,1
2024-01-01 19:06:15,SGD-0049,233.3427,64.4,1,1
2024-01-02 14:19:55,SGD-0036,241.9212,15.44,2,2
2024-01-02 07:30:20,SGD-0014,364.3893,214.0,1,1
2024-01-01 01:50:30,SGD-0025,225.2507,14.57,0,0
2024-01-02 05:16:30,SGD-0049,356.5554,171.53,1,1
2024-01-01 12:39:30,SGD-0005,217.9427,8.62,0,0
2024-01-02 13:33:25,SGD-0009,228.6402,24.81,2,2
2024-01-01 17:03:50,SGD-0007,217.8811,19.46,0,0
2024-01-01 19:42:55,SGD-0009,353.2106,26.77,1,1
2024-01-02 08:54:45,SGD-0030,214.3229,14.74,2,2
2024-01-01 05:02:45,SGD-0035,213.9195,15.14,0,0
2024-01-02 00:19:55,SGD-0018,219.0714,148.91,2,1
2024-01-01 23:40:35,SGD-0022,214.8474,94.41,1,1
2024-01-01 12:02:35,SGD-0046,224.5209,10.0,0,0
2024-01-02 06:18:20,SGD-0026,364.6518,28.03,1,1
2024-01-02 02:10:35,SGD-0032,200.9238,543.63,1,1
2024-01-02 13:45:30,SGD-0008,219.608,20.73,2,2
