timestamp,device_id,packet_size,latency,signal_strength,memory_usage,battery_level,cpu_usage,failed_packets,status
2022-02-10 00:57:39.459459,V-01,1782.16,583.77,-105.7,95.85,12.26,93.45,84,1
2022-02-11 00:59:05.945945,V-01,1551.74,560.34,-100.83,86.62,0.5,99.69,32,1
2022-02-12 01:00:32.432432,V-01,1847.71,577.85,-113.27,94.75,4.79,94.31,69,1
2022-02-13 01:01:58.918918,V-01,1790.5,540.7,-103.44,85.81,8.31,99.21,98,1
2022-02-14 01:03:25.405405,V-01,2166.28,471.41,-106.18,90.85,3.33,96.06,90,1
2022-02-15 01:04:51.891891,V-01,1854.02,499.46,-103.53,91.49,3.24,97.13,65,1
2022-02-16 01:06:18.378378,V-01,1574.38,366.5,-103.03,97.62,10.62,93.82,72,1
2022-02-17 01:07:44.864864,V-01,1470.37,544.57,-107.22,91.64,14.65,95.33,41,1
2022-02-18 01:09:11.351351,V-01,2664.0,495.31,-83.87,97.4,13.58,92.61,80,1
2022-02-19 01:10:37.837837,V-01,2391.26,510.25,-109.44,94.16,1.2,93.39,57,1
2022-02-20 01:12:04.324324,V-01,2163.46,542.54,-115.95,86.0,18.47,95.11,63,1
2022-02-21 01:13:30.810810,V-01,2126.71,536.64,-102.31,87.24,3.5,91.86,22,1
2022-02-22 01:14:57.297297,V-01,2113.69,493.47,-101.29,93.7,16.74,95.07,76,1
2022-02-23 01:16:23.783783,V-01,1987.84,516.61,-96.25,94.08,10.52,90.58,36,1
2022-02-24 01:17:50.270270,V-01,1899.22,445.71,-92.92,87.56,17.97,94.93,66,1
2022-02-25 01:19:16.756756,V-01,1724.23,512.52,-104.61,98.39,13.48,91.19,77,1
2022-02-26 01:20:43.243243,V-01,1536.14,519.96,-92.7,91.63,14.63,95.83,39,1
2022-02-27 01:22:09.729729,V-01,1834.88,545.28,-106.7,87.59,2.87,99.35,24,1
2022-02-28 01:23:36.216216,V-01,2429.05,506.48,-102.57,96.29,2.3,94.61,58,1
2022-03-01 01:25:02.702702,V-01,1716.12,507.4,-103.88,85.06,12.14,92.03,24,1
2022-03-02 01:26:29.189189,V-01,2079.11,450.46,-93.78,94.22,0.8,96.74,62,1
2022-03-03 01:27:55.675675,V-01,1937.04,550.42,-105.62,95.56,7.93,93.71,92,1
2022-03-04 01:29:22.162162,V-01,1568.42,376.42,-97.88,98.98,19.58,97.24,77,1
2022-03-05 01:30:48.648648,V-01,2104.05,410.54,-105.41,85.73,4.84,90.37,26,1
2022-03-06 01:32:15.135135,V-01,2530.21,480.13,-92.55,95.0,0.21,96.76,31,1
2022-03-07 01:33:41.621621,V-01,1988.45,467.25,-106.04,92.79,12.03,92.46,82,1
2022-03-08 01:35:08.108108,V-01,1612.4,452.74,-101.33,87.27,6.71,99.37,37,1
2022-03-09 01:36:34.594594,V-01,2304.84,432.25,-100.84,88.16,2.25,90.77,99,1
2022-03-10 01:38:01.081081,V-01,1877.87,566.03,-88.8,94.92,4.06,99.42,66,1
2022-03-11 01:39:27.567567,V-01,2380.1,518.83,-99.78,95.88,3.77,98.53,27,1
2022-03-12 01:40:54.054054,V-01,2532.7,529.5,-110.21,86.12,4.71,98.88,78,1
2022-03-13 01:42:20.540540,V-01,2235.36,466.57,-108.82,88.02,10.17,92.47,55,1
2022-03-14 01:43:47.027027,V-01,1682.52,516.43,-94.08,96.21,13.19,95.26,74,1
2022-03-15 01:45:13.513513,V-01,2346.86,479.62,-96.17,86.32,0.02,92.12,85,1
2022-03-16 01:46:40.000000,V-01,1659.3,467.79,-99.86,93.87,9.55,97.7,43,1
2022-03-17 01:48:06.486486,V-01,1052.7,483.12,-100.17,87.0,1.39,90.2,27,1
2022-03-18 01:49:32.972972,V-01,1767.97,471.23,-82.62,86.69,18.24,99.22,95,1
2022-03-19 01:50:59.459459,V-01,2286.89,467.75,-105.99,91.52,12.02,95.86,74,1
2022-03-20 01:52:25.945945,V-01,1791.91,441.55,-95.36,91.45,3.63,96.64,71,1
2022-03-21 01:53:52.432432,V-01,1795.48,397.83,-94.71,99.64,1.03,96.08,36,1
2022-03-22 01:55:18.918918,V-01,2074.06,531.31,-90.62,92.6,9.29,92.82,28,1
2022-03-23 01:56:45.405405,V-01,2333.99,415.41,-102.26,95.29,5.26,95.25,47,1
2022-03-24 01:58:11.891891,V-01,2311.05,494.98,-103.81,88.49,4.48,93.43,62,1
2022-03-25 01:59:38.378378,V-01,1901.21,453.38,-103.41,87.38,2.69,91.81,54,1
2022-03-26 02:01:04.864864,V-01,1895.71,496.32,-87.3,91.25,7.46,99.47,62,1
2022-03-27 02:02:31.351351,V-01,2235.91,497.16,-98.8,98.35,7.88,97.34,93,1
2022-03-28 02:03:57.837837,V-01,2218.1,440.02,-107.31,91.4,0.79,92.46,89,1
2022-03-29 02:05:24.324324,V-01,1609.16,545.24,-111.08,95.7,18.72,90.7,33,1
2022-03-30 02:06:50.810810,V-01,1647.48,491.3,-96.56,92.66,14.12,92.37,75,1
2022-03-31 02:08:17.297297,V-01,1763.86,496.2,-102.4,87.93,9.39,98.99,37,1
2022-04-01 02:09:43.783783,V-01,2129.46,535.04,-100.64,88.17,2.85,97.63,68,1
2022-04-02 02:11:10.270270,V-01,1890.86,505.56,-95.0,99.2,15.2,98.64,74,1
2022-04-03 02:12:36.756756,V-01,2105.18,641.84,-112.02,88.84,5.19,90.66,28,1
2022-04-04 02:14:03.243243,V-01,2128.61,522.75,-111.72,98.62,15.23,93.06,87,1
2022-04-05 02:15:29.729729,V-01,2221.62,529.79,-101.41,89.16,14.5,95.91,26,1
2022-04-06 02:16:56.216216,V-01,1826.39,512.38,-78.83,86.81,12.9,95.04,58,1
2022-04-07 02:18:22.702702,V-01,2054.46,506.58,-98.5,89.55,13.0,93.16,38,1
2022-04-08 02:19:49.189189,V-01,1971.25,459.15,-88.64,98.44,18.4,90.91,96,1
2022-04-09 02:21:15.675675,V-01,1696.36,484.28,-108.32,97.48,2.22,97.7,36,1
2022-04-10 02:22:42.162162,V-01,2016.85,494.37,-103.75,96.87,10.22,96.45,54,1
2022-04-11 02:24:08.648648,V-01,2398.19,517.21,-97.47,85.36,17.98,96.37,38,1
2022-04-12 02:25:35.135135,V-01,2225.83,500.89,-79.83,97.4,11.69,97.17,32,1
2022-04-13 02:27:01.621621,V-01,2110.44,495.45,-99.02,86.01,16.23,92.13,44,1
2022-04-14 02:28:28.108108,V-01,2621.3,513.87,-92.02,86.88,0.98,93.53,76,1
2022-04-15 02:29:54.594594,V-01,2348.39,497.11,-102.6,87.37,16.53,99.4,55,1
2022-04-16 02:31:21.081081,V-01,1595.29,493.44,-101.56,88.49,4.1,94.24,94,1
2022-04-17 02:32:47.567567,V-01,1646.06,596.07,-87.26,86.2,13.23,92.21,85,1
2022-04-18 02:34:14.054054,V-01,2058.14,550.58,-101.05,94.23,17.84,92.1,40,1
2022-04-19 02:35:40.540540,V-01,1453.48,547.42,-100.93,92.1,15.26,99.49,32,1
2022-04-20 02:37:07.027027,V-01,2242.79,547.67,-88.2,86.68,11.13,95.29,71,1
2022-04-21 02:38:33.513513,V-01,2058.23,461.81,-91.88,94.77,0.9,92.58,98,1
2022-04-22 02:40:00.000000,V-01,1804.49,530.78,-90.98,98.79,3.79,94.6,48,1
2022-04-23 02:41:26.486486,V-01,1968.11,444.79,-105.19,91.79,9.21,94.25,46,1
2022-04-24 02:42:52.972972,V-01,1897.77,480.94,-104.08,97.93,17.36,98.73,56,1
2022-04-25 02:44:19.459459,V-01,1672.77,548.11,-121.37,86.44,13.61,94.13,49,1
2022-04-26 02:45:45.945945,V-01,1930.7,498.27,-103.8,88.01,3.25,90.05,56,1
2022-04-27 02:47:12.432432,V-01,1969.86,492.36,-90.21,88.05,3.73,96.59,64,1
2022-04-28 02:48:38.918918,V-01,2784.07,599.18,-91.81,87.42,1.31,94.47,25,1
2022-04-29 02:50:05.405405,V-01,1751.65,431.42,-96.62,92.63,14.33,91.52,43,1
2022-04-30 02:51:31.891891,V-01,2318.83,506.19,-83.52,93.71,4.07,96.99,89,1
2022-05-01 02:52:58.378378,V-01,2346.28,501.64,-97.77,93.35,6.14,97.94,66,1
2022-05-02 02:54:24.864864,V-01,2110.47,480.2,-97.62,89.35,1.82,98.19,59,1
2022-05-03 02:55:51.351351,V-01,1761.67,489.22,-90.49,85.84,2.09,90.18,53,1
2022-05-04 02:57:17.837837,V-01,2157.92,431.77,-93.54,89.89,0.42,91.48,71,1
2022-05-05 02:58:44.324324,V-01,2421.45,453.41,-97.8,97.24,0.66,98.26,67,1
2022-05-06 03:00:10.810810,V-01,2221.77,503.85,-95.56,99.69,16.84,93.87,66,1
2022-05-07 03:01:37.297297,V-01,2232.07,516.48,-115.12,88.04,14.29,92.12,64,1
2022-05-08 03:03:03.783783,V-01,3083.48,390.41,-94.97,99.64,2.05,95.53,27,1
2022-05-09 03:04:30.270270,V-01,1774.0,474.5,-109.77,88.16,7.81,91.35,60,1
2022-05-10 03:05:56.756756,V-01,2218.94,538.21,-95.15,86.42,7.09,99.48,54,1
2022-05-11 03:07:23.243243,V-01,1606.17,506.35,-99.89,87.16,6.18,90.63,97,1
2022-05-12 03:08:49.729729,V-01,2348.9,483.71,-93.9,93.22,12.91,97.79,32,1
2022-05-13 03:10:16.216216,V-01,1868.97,484.99,-98.29,91.24,19.3,96.9,75,1
2022-05-14 03:11:42.702702,V-01,2362.61,404.75,-120.49,93.16,5.17,90.42,28,1
2022-05-15 03:13:09.189189,V-01,1639.43,519.76,-90.48,89.42,16.37,91.89,51,1
2022-05-16 03:14:35.675675,V-01,2033.06,462.89,-97.04,86.58,8.42,92.24,39,1
2022-05-17 03:16:02.162162,V-01,1909.27,550.81,-83.84,97.73,12.46,93.43,53,1
2022-05-18 03:17:28.648648,V-01,1893.64,587.3,-87.98,97.28,11.6,92.79,76,1
2022-05-19 03:18:55.135135,V-01,1913.74,430.08,-85.21,88.6,2.82,92.8,30,1
2022-05-20 03:20:21.621621,V-01,1692.66,424.84,-97.86,96.13,12.54,94.79,57,1
2022-05-21 03:21:48.108108,V-01,1705.63,592.4,-98.39,86.62,8.98,93.75,70,1
2022-05-22 03:23:14.594594,V-01,2247.1,503.16,-106.62,93.13,7.25,96.4,28,1
2022-05-23 03:24:41.081081,V-01,2441.66,420.15,-98.34,91.65,0.42,94.9,74,1
2022-05-24 03:26:07.567567,V-01,1930.94,534.9,-110.08,96.93,5.61,91.84,88,1
2022-05-25 03:27:34.054054,V-01,2660.76,426.76,-110.48,94.09,7.5,96.86,47,1
2022-05-26 03:29:00.540540,V-01,2741.04,526.18,-103.95,87.59,5.85,90.63,60,1
2022-05-27 03:30:27.027027,V-01,2210.67,536.35,-102.54,89.69,18.65,96.9,27,1
2022-05-28 03:31:53.513513,V-01,2089.64,502.7,-103.9,98.82,16.35,91.58,26,1
2022-05-29 03:33:20.000000,V-01,2195.79,449.8,-99.81,87.56,8.25,95.71,49,1
2022-05-30 03:34:46.486486,V-01,2332.88,519.85,-103.23,89.96,2.23,93.04,30,1
2022-05-31 03:36:12.972972,V-01,1375.05,509.13,-89.8,94.62,13.29,95.29,78,1
2022-06-01 03:37:39.459459,V-01,2153.77,515.58,-91.62,92.76,9.59,98.92,75,1
2022-06-02 03:39:05.945945,V-01,2006.7,555.19,-103.8,86.47,8.06,93.06,95,1
2022-06-03 03:40:32.432432,V-01,2193.12,522.94,-95.76,91.8,11.98,95.6,71,1
2022-06-04 03:41:58.918918,V-01,2435.84,505.27,-105.77,94.63,0.59,98.12,53,1
2022-06-05 03:43:25.405405,V-01,2321.53,531.05,-97.5,91.95,16.45,97.04,41,1
2022-06-06 03:44:51.891891,V-01,1690.19,461.54,-81.33,87.01,3.02,97.53,57,1
2022-06-07 03:46:18.378378,V-01,1807.11,515.26,-85.67,85.68,9.79,91.56,25,1
2022-06-08 03:47:44.864864,V-01,1756.23,518.65,-83.31,98.08,9.0,93.08,59,1
2022-06-09 03:49:11.351351,V-01,2202.63,532.76,-92.09,95.6,11.92,91.21,83,1
2022-06-10 03:50:37.837837,V-01,2053.62,559.77,-101.46,90.83,11.08,92.81,86,1
2022-06-11 03:52:04.324324,V-01,2247.96,480.56,-73.28,87.63,17.86,96.66,24,1
2022-06-12 03:53:30.810810,V-01,2099.52,554.52,-99.76,91.98,14.62,96.91,27,1
2022-06-13 03:54:57.297297,V-01,2012.31,502.78,-89.2,99.57,7.65,93.28,69,1
2022-06-14 03:56:23.783783,V-01,2158.92,534.1,-110.79,94.99,12.32,98.22,63,1
2022-06-15 03:57:50.270270,V-01,2298.06,383.01,-106.46,98.89,1.35,93.21,77,1
2022-06-16 03:59:16.756756,V-01,2037.74,482.38,-119.36,89.35,1.07,90.45,53,1
2022-06-17 04:00:43.243243,V-01,1594.25,498.2,-93.49,99.53,11.27,98.33,36,1
2022-06-18 04:02:09.729729,V-01,1661.35,541.29,-94.83,85.87,10.58,93.81,35,1
2022-06-19 04:03:36.216216,V-01,1734.59,445.28,-86.53,88.8,13.91,99.07,92,1
2022-06-20 04:05:02.702702,V-01,1569.31,433.25,-101.39,94.66,12.08,92.91,51,1
2022-06-21 04:06:29.189189,V-01,2349.29,503.96,-110.58,98.72,17.45,96.52,21,1
2022-06-22 04:07:55.675675,V-01,1806.57,459.04,-86.9,86.47,5.24,91.26,92,1
2022-06-23 04:09:22.162162,V-01,2407.25,563.63,-104.37,93.78,7.27,98.01,93,1
2022-06-24 04:10:48.648648,V-01,2227.06,527.85,-115.16,91.85,16.34,98.46,27,1
2022-06-25 04:12:15.135135,V-01,1858.22,507.0,-90.83,99.94,18.82,99.24,81,1
2022-06-26 04:13:41.621621,V-01,2232.96,438.92,-101.78,85.92,10.74,96.01,63,1
2022-06-27 04:15:08.108108,V-01,1780.02,521.44,-92.41,99.81,9.96,99.57,59,1
2022-06-28 04:16:34.594594,V-01,1958.67,516.15,-106.91,98.81,16.95,92.68,61,1
2022-06-29 04:18:01.081081,V-01,1826.7,388.67,-99.38,96.53,8.72,92.45,22,1
2022-06-30 04:19:27.567567,V-01,1956.31,494.95,-88.68,95.01,0.81,97.52,45,1
2022-07-01 04:20:54.054054,V-01,1785.15,494.67,-106.5,87.42,2.35,95.89,31,1
2022-07-02 04:22:20.540540,V-01,1673.82,444.43,-103.14,85.4,10.94,94.33,78,1
2022-07-03 04:23:47.027027,V-01,2074.78,429.32,-89.45,94.46,6.31,95.79,37,1
2022-07-04 04:25:13.513513,V-01,2292.35,550.18,-103.47,85.72,3.59,98.63,44,1
2022-07-05 04:26:39.999999,V-01,2085.13,483.17,-116.48,89.93,16.79,93.15,47,1
2022-07-06 04:28:06.486486,V-01,1960.87,489.13,-88.64,88.83,14.93,93.89,28,1
2022-07-07 04:29:32.972972,V-01,2218.33,496.56,-81.87,89.0,10.54,95.53,26,1
2022-07-08 04:30:59.459459,V-01,2065.47,430.9,-104.11,93.62,19.77,93.13,64,1
2022-07-09 04:32:25.945945,V-01,1979.0,511.1,-112.73,94.33,4.47,94.82,20,1
2022-07-10 04:33:52.432432,V-01,2074.87,479.89,-89.49,97.75,12.01,99.8,34,1
2022-07-11 04:35:18.918918,V-01,1501.91,501.48,-101.15,88.39,1.45,94.27,56,1
2022-07-12 04:36:45.405405,V-01,1251.18,462.88,-104.01,97.21,7.0,97.28,38,1
2022-07-13 04:38:11.891891,V-01,1989.97,526.3,-101.28,93.77,2.89,99.22,58,1
2022-07-14 04:39:38.378378,V-01,2360.16,516.21,-103.48,96.24,9.93,90.73,24,1
2022-07-15 04:41:04.864864,V-01,2133.33,450.93,-94.76,89.78,11.1,91.7,64,1
2022-07-16 04:42:31.351351,V-01,2391.69,551.8,-111.02,90.94,18.19,94.55,81,1
2022-07-17 04:43:57.837837,V-01,2499.32,509.95,-95.07,99.02,19.82,91.77,35,1
2022-07-18 04:45:24.324324,V-01,2369.56,458.35,-112.35,90.33,4.31,97.24,45,1
2022-07-19 04:46:50.810810,V-01,2046.92,500.7,-98.82,91.68,19.38,98.84,36,1
2022-07-20 04:48:17.297297,V-01,2130.61,589.24,-97.68,98.14,11.75,95.25,98,1
2022-07-21 04:49:43.783783,V-01,2487.34,526.78,-105.15,90.02,1.41,94.63,55,1
2022-07-22 04:51:10.270270,V-01,1974.09,509.66,-90.85,94.89,8.01,95.44,80,1
2022-07-23 04:52:36.756756,V-01,1714.47,496.8,-101.44,95.24,19.32,97.67,34,1
2022-07-24 04:54:03.243243,V-01,1964.43,463.87,-105.7,99.63,7.92,91.52,97,1
2022-07-25 04:55:29.729729,V-01,1957.37,552.13,-95.69,98.8,19.61,93.96,61,1
2022-07-26 04:56:56.216216,V-01,1941.91,510.01,-100.06,85.43,12.3,97.66,79,1
2022-07-27 04:58:22.702702,V-01,1849.71,389.77,-96.1,91.19,7.1,95.49,94,1
2022-07-28 04:59:49.189189,V-01,1581.3,434.58,-111.63,87.69,2.99,92.69,84,1
2022-07-29 05:01:15.675675,V-01,2118.64,516.75,-97.81,98.22,3.53,97.66,63,1
2022-07-30 05:02:42.162162,V-01,1892.36,413.58,-100.39,88.47,10.55,98.98,75,1
2022-07-31 05:04:08.648648,V-01,1846.23,528.44,-105.26,97.29,9.49,96.32,65,1
2022-08-01 05:05:35.135135,V-01,1930.98,433.68,-105.65,86.0,3.2,93.8,51,1
2022-08-02 05:07:01.621621,V-01,2585.9,454.41,-100.71,93.36,5.14,98.68,32,1
2022-08-03 05:08:28.108108,V-01,2312.94,527.98,-103.97,88.54,9.6,90.41,20,1
2022-08-04 05:09:54.594594,V-01,2297.89,564.49,-100.32,99.29,6.86,97.02,59,1
2022-08-05 05:11:21.081081,V-01,2558.13,510.44,-90.61,94.15,6.69,90.86,34,1
2022-08-06 05:12:47.567567,V-01,1916.77,532.76,-111.24,95.76,19.72,99.73,90,1
2022-08-07 05:14:14.054054,V-01,2504.1,512.29,-115.19,86.06,7.14,93.28,45,1
2022-08-08 05:15:40.540540,V-01,1962.72,630.88,-99.12,91.03,17.63,98.71,51,1
2022-08-09 05:17:07.027027,V-01,2137.84,499.27,-91.48,98.45,14.51,90.75,22,1
2022-08-10 05:18:33.513513,V-01,2153.41,466.2,-97.69,95.41,11.3,95.48,95,1
2022-08-11 05:20:00.000000,V-01,2526.28,544.35,-102.26,93.33,9.98,97.23,93,1
2022-08-12 05:21:26.486486,V-01,1753.05,438.83,-83.88,99.23,8.74,91.18,97,1
2022-08-13 05:22:52.972972,V-01,2001.52,530.84,-109.3,97.96,9.57,94.54,83,1
2022-08-14 05:24:19.459459,V-01,2164.79,468.7,-88.27,88.36,7.72,93.58,52,1
2022-08-15 05:25:45.945945,V-01,2154.78,457.14,-92.96,99.68,14.93,97.74,40,1
2022-08-16 05:27:12.432432,V-01,2140.15,503.01,-114.32,86.81,3.13,91.1,39,1
2022-08-17 05:28:38.918918,V-01,1967.1,543.66,-100.71,93.0,0.54,90.49,45,1
2022-08-18 05:30:05.405405,V-01,1711.84,522.11,-120.11,85.48,15.6,97.07,55,1
2022-08-19 05:31:31.891891,V-01,1569.03,374.73,-107.26,96.28,15.06,94.59,51,1
2022-08-20 05:32:58.378378,V-01,2030.64,431.83,-102.19,95.63,12.26,95.81,43,1
2022-08-21 05:34:24.864864,V-01,1814.18,535.64,-90.14,95.43,12.88,93.69,98,1
2022-08-22 05:35:51.351351,V-01,1866.44,500.45,-107.0,93.9,19.02,98.17,40,1
2022-08-23 05:37:17.837837,V-01,2492.56,462.55,-86.39,93.05,17.12,92.3,58,1
2022-08-24 05:38:44.324324,V-01,1836.59,499.69,-109.9,98.62,17.14,92.88,39,1
2022-08-25 05:40:10.810810,V-01,1865.56,493.43,-75.05,96.16,14.44,90.48,67,1
2022-08-26 05:41:37.297297,V-01,1686.78,438.2,-96.1,97.59,12.05,90.58,33,1
2022-08-27 05:43:03.783783,V-01,2154.16,556.44,-91.12,90.27,8.84,93.44,69,1
2022-08-28 05:44:30.270270,V-01,2247.43,467.35,-101.4,95.75,4.23,91.41,92,1
2022-08-29 05:45:56.756756,V-01,1937.52,396.41,-99.15,98.84,10.27,91.79,80,1
2022-08-30 05:47:23.243243,V-01,1886.58,535.22,-97.62,97.87,5.28,90.75,80,1
2022-08-31 05:48:49.729729,V-01,2313.08,462.28,-94.18,87.92,7.06,95.72,73,1
2022-09-01 05:50:16.216216,V-01,2015.02,459.94,-99.74,90.59,10.42,96.09,31,1
2022-09-02 05:51:42.702702,V-01,2017.62,528.34,-98.74,86.3,6.06,99.63,37,1
2022-09-03 05:53:09.189189,V-01,1899.41,471.28,-104.86,88.97,4.29,98.43,65,1
2022-09-04 05:54:35.675675,V-01,2176.15,519.7,-102.24,89.53,12.34,92.61,49,1
2022-09-05 05:56:02.162162,V-01,1993.49,484.47,-101.52,86.25,3.87,90.48,90,1
2022-09-06 05:57:28.648648,V-01,2438.48,539.12,-102.55,92.42,15.32,94.35,83,1
2022-09-07 05:58:55.135135,V-01,2185.78,462.53,-99.45,85.73,19.97,97.25,92,1
2022-09-08 06:00:21.621621,V-01,2417.32,581.37,-97.74,87.68,10.86,98.9,22,1
2022-09-09 06:01:48.108108,V-01,2231.99,559.32,-100.27,88.43,15.97,93.82,51,1
2022-09-10 06:03:14.594594,V-01,1823.49,505.73,-87.94,89.69,14.04,90.1,94,1
2022-09-11 06:04:41.081081,V-01,1618.03,497.81,-108.24,97.51,5.37,94.11,33,1
2022-09-12 06:06:07.567567,V-01,2245.04,470.43,-101.45,99.36,10.74,91.48,98,1
2022-09-13 06:07:34.054054,V-01,1975.26,510.45,-113.76,88.38,12.21,91.69,80,1
2022-09-14 06:09:00.540540,V-01,2157.83,602.02,-93.9,86.93,11.63,90.03,63,1
2022-09-15 06:10:27.027027,V-01,1617.36,502.17,-109.77,92.51,9.12,94.97,78,1
2022-09-16 06:11:53.513513,V-01,2146.57,471.15,-118.91,96.96,10.31,90.35,51,1
2022-09-17 06:13:20.000000,V-01,1437.84,512.71,-92.72,95.12,6.87,91.02,72,1
2022-09-18 06:14:46.486486,V-01,2309.88,546.29,-102.2,85.58,4.24,96.34,92,1
2022-09-19 06:16:12.972972,V-01,1839.31,499.84,-106.21,99.97,14.68,92.97,44,1
2022-09-20 06:17:39.459459,V-01,2558.98,507.86,-107.35,92.31,4.56,98.87,71,1
2022-09-21 06:19:05.945945,V-01,2259.59,507.37,-94.15,87.96,6.73,99.29,97,1
2022-09-22 06:20:32.432432,V-01,1596.75,501.71,-107.42,98.0,11.45,94.11,34,1
2022-09-23 06:21:58.918918,V-01,1977.78,475.7,-81.58,96.89,3.57,90.51,56,1
2022-09-24 06:23:25.405405,V-01,1855.66,553.04,-73.07,99.97,12.24,97.38,71,1
2022-09-25 06:24:51.891891,V-01,1823.9,591.13,-84.37,97.82,4.47,99.33,39,1
2022-09-26 06:26:18.378378,V-01,2081.82,508.76,-100.92,86.75,18.26,92.61,23,1
2022-09-27 06:27:44.864864,V-01,2353.35,484.81,-102.38,93.86,2.17,93.8,27,1
2022-09-28 06:29:11.351351,V-01,2004.71,457.02,-100.92,91.27,16.91,90.67,56,1
2022-09-29 06:30:37.837837,V-01,2286.57,514.45,-104.27,99.64,16.29,91.85,91,1
2022-09-30 06:32:04.324324,V-01,2035.12,451.95,-117.05,96.33,5.91,97.74,88,1
2022-10-01 06:33:30.810810,V-01,1805.45,458.51,-95.73,92.11,10.8,94.43,94,1
2022-10-02 06:34:57.297297,V-01,1826.59,440.48,-117.44,98.52,18.74,94.49,47,1
2022-10-03 06:36:23.783783,V-01,2205.95,511.66,-107.69,86.55,19.98,95.78,27,1
2022-10-04 06:37:50.270270,V-01,1883.06,447.74,-109.56,94.94,0.34,94.12,61,1
2022-10-05 06:39:16.756756,V-01,2019.77,519.72,-100.91,85.87,0.71,94.27,28,1
